problem_size,total_time,write_time,tree_construction_time,acceleration_calc_time,integration_time
128,13,0,0,0,0,13
256,7,0,0,0,0,7
384,7,0,0,0,0,7
512,7,0,0,0,0,7
640,9,0,0,0,0,9
768,9,0,0,0,0,9
896,8,0,0,0,0,8
1024,9,0,0,0,0,9
1152,16,0,0,0,0,16
1280,9,0,0,0,0,9
1408,9,0,0,0,0,9
1536,39,0,0,0,0,39
1664,10,0,0,0,0,10
1792,11,0,0,0,0,11
1920,10,0,0,0,0,10
2048,11,0,0,0,0,11
2176,32,0,0,0,0,32
2304,12,0,0,0,0,12
2432,13,0,0,0,0,13
2560,48,0,0,0,0,48
2688,14,0,0,0,0,14
2816,14,0,0,0,0,14
2944,15,0,0,0,0,15
3072,15,0,0,0,0,15
3200,16,0,0,0,0,16
3328,15,0,0,0,0,15
3456,15,0,0,0,0,15
3584,22,0,0,0,0,22
3712,32,0,0,0,0,32
3840,31,0,0,0,0,31
3968,59,0,0,0,0,59
4096,24,0,0,0,0,24
4224,58,0,0,0,0,58
4352,45,0,0,0,0,45
4480,38,0,0,0,0,38
4608,21,0,0,0,0,21
4736,34,0,0,0,0,34
4864,40,0,0,0,0,40
4992,22,0,0,0,0,22
5120,40,0,0,0,0,40
5248,38,0,0,0,0,38
5376,76,9,10,0,0,76
5504,62,0,3,0,0,62
5632,35,0,1,0,0,35
5760,27,0,1,0,0,27
5888,47,0,1,0,0,47
6016,27,0,1,0,0,27
6144,39,0,1,0,0,39
6272,51,0,1,0,0,51
6400,31,0,1,0,0,31
6528,55,0,1,0,0,55
6656,29,0,1,0,0,29
6784,96,9,10,0,0,96
6912,69,0,11,0,0,69
7040,43,1,10,0,0,43
7168,50,0,10,0,0,50
7296,107,9,10,0,0,107
7424,58,0,10,0,0,58
7552,68,0,8,0,0,68
7680,62,0,9,0,0,62
7808,35,0,9,0,0,35
7936,70,0,10,0,0,70
8064,61,0,10,0,0,61
8192,68,0,10,0,0,68
8320,57,0,10,0,0,57
8448,50,0,10,0,0,50
8576,47,0,10,0,0,47
8704,74,9,10,0,0,74
8832,44,0,10,0,0,44
8960,51,0,10,0,0,51
9088,54,0,10,0,0,54
9216,58,0,10,0,0,58
9344,47,0,10,0,0,47
9472,49,0,10,0,0,49
9600,59,0,10,0,0,59
9728,71,0,10,0,0,71
9856,54,0,10,0,0,54
9984,47,0,10,0,0,47
10112,69,0,10,0,0,69
10240,73,0,10,0,0,73
10368,88,9,11,0,0,88
10496,48,0,10,0,0,48
10624,117,0,15,0,0,117
10752,62,0,10,0,0,62
10880,58,0,10,0,0,58
11008,94,0,10,0,0,94
11136,85,0,10,0,0,85
11264,49,0,10,0,0,49
11392,76,0,10,0,0,76
11520,106,19,16,0,0,106
11648,71,0,11,0,0,71
11776,81,0,10,0,0,81
11904,76,0,10,0,0,76
12032,49,0,10,0,0,49
12160,49,0,10,0,0,49
12288,74,0,10,0,0,74
12416,63,0,10,0,0,63
12544,75,0,10,0,0,75
12672,64,0,10,0,0,64
12800,77,0,11,0,0,77
12928,72,0,11,0,0,72
13056,74,0,11,0,0,74
13184,89,0,10,0,0,89
13312,99,11,15,0,0,99
13440,69,0,11,0,0,69
13568,68,0,11,0,0,68
13696,56,0,11,0,0,56
13824,57,0,11,0,0,57
13952,57,0,11,0,0,57
14080,66,0,11,0,0,66
14208,68,0,11,0,0,68
14336,141,19,21,0,0,141
14464,68,0,17,0,0,68
14592,98,0,11,0,0,98
14720,91,20,21,0,0,91
14848,75,0,14,0,0,75
14976,84,0,11,0,0,84
15104,69,0,11,0,0,69
15232,76,1,11,0,0,76
15360,86,0,11,0,0,86
15488,99,0,11,0,0,99
15616,78,0,12,0,0,78
15744,80,0,11,0,0,80
15872,79,0,11,0,0,79
16000,99,0,11,0,0,99
16128,85,12,21,0,0,85
16256,68,0,13,0,0,68
16384,67,0,14,0,0,67
16512,104,0,18,0,0,104
16640,69,0,18,0,0,69
16768,94,0,18,0,0,94
16896,85,0,18,0,0,85
17024,83,0,18,0,0,83
17152,70,0,19,0,0,70
17280,71,0,19,0,0,71
17408,125,0,19,0,0,125
17536,95,13,21,0,0,95
17664,85,0,19,0,0,85
17792,85,0,20,0,0,85
17920,111,0,20,0,0,111
18048,90,0,20,0,0,90
18176,80,0,20,0,0,80
18304,89,0,20,0,0,89
18432,90,0,20,0,0,90
18560,110,0,20,0,0,110
18688,79,0,20,0,0,79
18816,90,0,20,0,0,90
18944,91,0,21,0,0,91
19072,113,0,21,0,0,113
19200,80,0,21,0,0,80
19328,84,0,21,0,0,84
19456,101,0,21,0,0,101
19584,94,0,20,0,0,94
19712,93,0,21,0,0,93
19840,107,0,21,0,0,107
19968,93,0,21,0,0,93
20096,110,0,21,0,0,110
20224,115,0,28,0,0,115
20352,95,0,21,0,0,95
20480,100,0,21,0,0,100
20608,122,0,21,0,0,122
20736,110,0,21,0,0,110
20864,100,0,21,0,0,100
20992,173,14,28,0,0,173
21120,95,0,21,0,0,95
21248,109,0,21,0,0,109
21376,101,0,21,0,0,101
21504,99,0,21,0,0,99
21632,103,0,21,0,0,103
21760,102,0,21,0,0,102
21888,144,0,30,0,0,144
22016,106,0,21,0,0,106
22144,105,0,21,0,0,105
22272,127,0,21,0,0,127
22400,104,0,21,0,0,104
22528,121,0,21,0,0,121
22656,114,0,21,0,0,114
22784,113,0,21,0,0,113
22912,115,0,21,0,0,115
23040,108,0,21,0,0,108
23168,108,0,21,0,0,108
23296,136,0,21,0,0,136
23424,142,30,36,0,0,142
23552,107,0,21,0,0,107
23680,114,0,21,0,0,114
23808,122,0,21,0,0,122
23936,113,0,22,0,0,113
24064,135,0,22,0,0,135
24192,104,0,25,0,0,104
24320,124,0,28,0,0,124
24448,210,31,38,0,0,210
24576,143,20,32,0,0,143
24704,126,0,28,0,0,126
24832,107,0,28,0,0,107
24960,120,0,28,0,0,120
25088,118,0,29,0,0,118
25216,190,36,39,0,0,190
25344,110,1,30,0,0,110
25472,142,0,30,0,0,142
25600,132,0,30,0,0,132
25728,122,0,30,0,0,122
25856,132,0,31,0,0,132
25984,147,0,30,0,0,147
26112,123,0,30,0,0,123
26240,189,19,36,0,0,189
26368,140,4,31,0,0,140
26496,154,4,31,0,0,154
26624,119,1,31,0,0,119
26752,115,1,33,0,0,115
26880,131,1,33,0,0,131
27008,184,3,33,0,0,184
27136,124,1,32,0,0,124
27264,117,2,32,0,0,117
27392,118,1,34,0,0,118
27520,179,4,31,0,0,179
27648,126,3,32,0,0,126
27776,132,1,31,0,0,132
27904,140,1,32,0,0,140
28032,146,2,32,0,0,146
28160,141,3,31,0,0,141
28288,143,5,31,0,0,143
28416,136,1,32,0,0,136
28544,130,2,33,0,0,130
28672,124,1,33,0,0,124
28800,176,7,33,0,0,176
28928,151,1,32,0,0,151
29056,126,2,33,0,0,126
29184,166,2,32,0,0,166
29312,124,1,33,0,0,124
29440,139,1,32,0,0,139
29568,139,3,32,0,0,139
29696,206,24,41,0,0,206
29824,143,3,32,0,0,143
29952,130,1,32,0,0,130
30080,135,2,32,0,0,135
30208,208,30,44,0,0,208
30336,135,5,32,0,0,135
30464,152,3,32,0,0,152
30592,153,2,33,0,0,153
30720,163,2,32,0,0,163
30848,140,1,32,0,0,140
30976,133,1,31,0,0,133
31104,179,3,31,0,0,179
31232,164,4,33,0,0,164
31360,173,4,32,0,0,173
31488,156,3,32,0,0,156
31616,184,4,33,0,0,184
31744,137,1,34,0,0,137
31872,136,1,33,0,0,136
32000,136,1,32,0,0,136
32128,157,3,32,0,0,157
32256,241,33,45,0,0,241
32384,161,3,32,0,0,161
32512,155,10,34,0,0,155
32640,178,3,38,0,0,178
32768,175,2,40,0,0,175
32896,194,4,38,0,0,194
33024,171,4,39,0,0,171
33152,142,2,39,0,0,142
33280,168,2,38,0,0,168
33408,180,3,39,0,0,180
33536,146,1,39,0,0,146
33664,167,6,40,0,0,167
33792,167,2,41,0,0,167
33920,159,1,40,0,0,159
34048,148,2,40,0,0,148
34176,161,1,41,0,0,161
34304,158,2,41,0,0,158
34432,167,2,41,0,0,167
34560,171,3,40,0,0,171
34688,148,1,42,0,0,148
34816,170,3,41,0,0,170
34944,202,5,41,0,0,202
35072,170,3,41,0,0,170
35200,176,3,41,0,0,176
35328,158,1,41,0,0,158
35456,164,2,42,0,0,164
35584,152,2,41,0,0,152
35712,186,4,42,0,0,186
35840,182,4,41,0,0,182
35968,173,3,42,0,0,173
36096,160,4,42,0,0,160
36224,156,1,41,0,0,156
36352,192,4,42,0,0,192
36480,157,1,41,0,0,157
36608,188,10,42,0,0,188
36736,187,4,41,0,0,187
36864,156,1,42,0,0,156
36992,168,1,42,0,0,168
37120,188,4,41,0,0,188
37248,163,2,42,0,0,163
37376,165,4,42,0,0,165
37504,177,4,42,0,0,177
37632,176,4,42,0,0,176
37760,183,5,42,0,0,183
37888,188,4,41,0,0,188
38016,170,2,41,0,0,170
38144,171,3,43,0,0,171
38272,181,2,42,0,0,181
38400,186,6,41,0,0,186
38528,188,6,42,0,0,188
38656,202,5,42,0,0,202
38784,175,6,42,0,0,175
38912,181,3,43,0,0,181
39040,252,25,55,0,0,252
39168,203,4,41,0,0,203
39296,180,3,42,0,0,180
39424,170,2,43,0,0,170
39552,187,2,43,0,0,187
39680,178,2,44,0,0,178
39808,239,35,57,0,0,239
39936,213,6,44,0,0,213
40064,189,4,45,0,0,189
40192,199,2,48,0,0,199
40320,236,23,54,0,0,236
40448,196,3,47,0,0,196
40576,192,4,47,0,0,192
40704,220,31,61,0,0,220
40832,219,4,49,0,0,219
40960,186,3,50,0,0,186
41088,216,3,51,0,0,216
41216,200,7,51,0,0,200
41344,193,3,51,0,0,193
41472,200,4,50,0,0,200
41600,182,4,51,0,0,182
41728,200,6,50,0,0,200
41856,252,39,61,0,0,252
41984,234,5,50,0,0,234
42112,195,4,50,0,0,195
42240,190,4,51,0,0,190
42368,187,9,50,0,0,187
42496,206,7,51,0,0,206
42624,190,2,51,0,0,190
42752,202,5,51,0,0,202
42880,186,6,52,0,0,186
43008,200,8,52,0,0,200
43136,235,10,52,0,0,235
43264,191,6,52,0,0,191
43392,204,3,53,0,0,204
43520,215,3,53,0,0,215
43648,194,3,51,0,0,194
43776,215,3,51,0,0,215
43904,205,8,52,0,0,205
44032,222,4,51,0,0,222
44160,227,10,51,0,0,227
44288,208,5,51,0,0,208
44416,217,5,51,0,0,217
44544,246,12,51,0,0,246
44672,228,7,54,0,0,228
44800,196,8,51,0,0,196
44928,207,5,52,0,0,207
45056,237,3,53,0,0,237
45184,215,5,53,0,0,215
45312,205,9,52,0,0,205
45440,237,8,52,0,0,237
45568,241,10,53,0,0,241
45696,224,4,53,0,0,224
45824,213,5,52,0,0,213
45952,215,7,52,0,0,215
46080,216,10,52,0,0,216
46208,275,24,61,0,0,275
46336,229,7,54,0,0,229
46464,213,4,53,0,0,213
46592,223,6,52,0,0,223
46720,260,20,61,0,0,260
46848,220,7,53,0,0,220
46976,216,11,53,0,0,216
47104,207,9,54,0,0,207
47232,242,14,53,0,0,242
47360,235,11,53,0,0,235
47488,229,11,55,0,0,229
47616,255,9,53,0,0,255
47744,225,12,54,0,0,225
47872,213,11,54,0,0,213
48000,214,9,58,0,0,214
48128,243,15,56,0,0,243
48256,235,11,57,0,0,235
48384,217,11,59,0,0,217
48512,225,10,59,0,0,225
48640,249,14,60,0,0,249
48768,236,16,60,0,0,236
48896,244,11,61,0,0,244
49024,295,38,72,0,0,295
49152,241,11,60,0,0,241
49280,236,9,62,0,0,236
49408,235,12,61,0,0,235
49536,264,12,61,0,0,264
49664,236,12,60,0,0,236
49792,232,15,61,0,0,232
49920,262,11,60,0,0,262
50048,231,12,61,0,0,231
50176,235,4,60,0,0,235
50304,235,11,61,0,0,235
50432,238,11,62,0,0,238
50560,256,11,62,0,0,256
50688,267,9,63,0,0,267
50816,252,10,63,0,0,252
50944,251,14,61,0,0,251
51072,251,12,62,0,0,251
51200,242,11,64,0,0,242
51328,244,7,62,0,0,244
51456,266,11,63,0,0,266
51584,269,5,62,0,0,269
51712,233,9,63,0,0,233
51840,247,11,62,0,0,247
51968,262,9,62,0,0,262
52096,281,9,64,0,0,281
52224,235,4,64,0,0,235
52352,245,6,63,0,0,245
52480,272,7,62,0,0,272
52608,252,7,63,0,0,252
52736,240,6,64,0,0,240
52864,248,11,65,0,0,248
52992,263,14,63,0,0,263
53120,242,10,64,0,0,242
53248,240,12,65,0,0,240
53376,256,14,63,0,0,256
53504,283,12,66,0,0,283
53632,250,6,62,0,0,250
53760,252,7,62,0,0,252
53888,258,9,64,0,0,258
54016,263,12,63,0,0,263
54144,257,13,63,0,0,257
54272,258,11,65,0,0,258
54400,264,13,62,0,0,264
54528,248,12,67,0,0,248
54656,252,12,66,0,0,252
54784,280,12,64,0,0,280
54912,283,13,65,0,0,283
55040,250,12,67,0,0,250
55168,253,11,65,0,0,253
55296,296,9,68,0,0,296
55424,254,12,67,0,0,254
55552,248,11,66,0,0,248
55680,276,9,68,0,0,276
55808,270,6,68,0,0,270
55936,269,9,69,0,0,269
56064,255,5,71,0,0,255
56192,250,9,70,0,0,250
56320,266,5,69,0,0,266
56448,287,11,72,0,0,287
56576,271,7,72,0,0,271
56704,264,14,71,0,0,264
56832,264,9,73,0,0,264
56960,261,11,71,0,0,261
57088,313,20,79,0,0,313
57216,259,7,73,0,0,259
57344,289,8,72,0,0,289
57472,276,10,72,0,0,276
57600,272,7,71,0,0,272
57728,261,9,71,0,0,261
57856,272,2,73,0,0,272
57984,272,8,73,0,0,272
58112,296,11,72,0,0,296
58240,302,37,87,0,0,302
58368,288,12,72,0,0,288
58496,280,13,72,0,0,280
58624,266,10,72,0,0,266
58752,283,15,71,0,0,283
58880,270,4,72,0,0,270
59008,277,8,72,0,0,277
59136,288,11,73,0,0,288
59264,296,10,73,0,0,296
59392,291,9,73,0,0,291
59520,274,12,73,0,0,274
59648,264,2,72,0,0,264
59776,278,7,72,0,0,278
59904,290,9,72,0,0,290
60032,306,12,73,1,0,306
60160,267,5,73,0,0,267
60288,305,16,72,0,0,305
60416,280,7,72,0,0,280
60544,344,36,91,0,0,344
60672,305,12,74,0,0,305
60800,272,9,73,0,0,272
60928,315,11,75,0,0,315
61056,296,13,73,0,0,296
61184,280,10,73,0,0,280
61312,275,11,72,0,0,275
61440,273,11,73,0,0,273
61568,279,12,73,0,0,279
61696,342,35,89,0,0,342
61824,296,14,72,0,0,296
61952,314,13,73,0,0,314
62080,291,12,72,0,0,291
62208,286,8,74,0,0,286
62336,297,17,73,0,0,297
62464,282,12,75,0,0,282
62592,312,12,78,0,0,312
62720,290,9,76,0,0,290
62848,297,13,73,0,0,297
62976,295,13,76,0,0,295
63104,317,12,77,0,0,317
63232,303,12,77,0,0,303
63360,300,15,77,0,0,300
63488,313,10,78,0,0,313
63616,305,13,77,0,0,305
63744,281,15,77,0,0,281
63872,322,13,77,0,0,322
64000,330,18,80,0,0,330
64128,299,11,80,0,0,299
64256,291,12,80,0,0,291
64384,272,10,83,0,0,272
64512,293,11,81,0,0,293
64640,281,20,80,0,0,281
64768,288,13,81,0,0,288
64896,283,14,82,0,0,283
65024,283,20,81,0,0,283
65152,292,15,81,0,0,292
65280,302,12,82,0,0,302
65408,287,11,81,0,0,287
65536,286,12,83,0,0,286
65664,313,13,81,0,0,313
65792,307,14,81,0,0,307
65920,289,15,81,0,0,289
66048,289,12,84,0,0,289
66176,319,25,82,0,0,319
66304,275,10,82,0,0,275
66432,300,23,83,0,0,300
66560,308,11,83,0,0,308
66688,283,11,82,0,0,283
66816,317,14,82,0,0,317
66944,283,14,82,0,0,283
67072,312,15,82,0,0,312
67200,289,13,82,0,0,289
67328,294,10,83,0,0,294
67456,281,14,82,0,0,281
67584,281,10,82,0,0,281
67712,302,17,83,0,0,302
67840,315,21,84,0,0,315
67968,289,9,83,0,0,289
68096,276,10,84,0,0,276
68224,282,13,82,0,0,282
68352,307,11,83,0,0,307
68480,280,11,83,0,0,280
68608,282,11,82,0,0,282
68736,295,10,85,0,0,295
68864,296,16,84,0,0,296
68992,318,14,82,0,0,318
69120,289,10,83,0,0,289
69248,311,11,85,0,0,311
69376,295,12,82,0,0,295
69504,314,12,83,0,0,314
69632,295,18,84,0,0,295
69760,305,18,85,0,0,305
69888,298,10,85,0,0,298
70016,283,10,83,0,0,283
70144,310,14,87,0,0,310
70272,310,14,82,0,0,310
70400,321,21,85,0,0,321
70528,314,14,83,0,0,314
70656,305,13,86,0,0,305
70784,303,12,85,0,0,303
70912,298,10,86,0,0,298
71040,320,14,85,0,0,320
71168,300,11,83,0,0,300
71296,316,10,83,0,0,316
71424,289,10,83,0,0,289
71552,292,10,83,0,0,292
71680,310,10,88,0,0,310
71808,304,13,86,0,0,304
71936,296,14,85,0,0,296
72064,377,11,96,0,0,377
72192,308,12,84,0,0,308
72320,326,13,88,0,0,326
72448,331,11,86,0,0,331
72576,284,10,89,0,0,284
72704,312,10,91,0,0,312
72832,321,21,88,0,0,321
72960,305,17,89,0,0,305
73088,289,10,90,0,0,289
73216,296,13,92,0,0,296
73344,301,13,91,0,0,301
73472,345,40,106,0,0,345
73600,293,9,90,0,0,293
73728,309,10,92,0,0,309
73856,322,11,92,0,0,322
73984,297,10,92,0,0,297
74112,321,13,91,0,0,321
74240,318,11,92,0,0,318
74368,316,10,92,0,0,316
74496,317,15,92,0,0,317
74624,346,32,105,0,0,346
74752,325,11,97,0,0,325
74880,330,10,96,0,0,330
75008,305,12,95,0,0,305
75136,312,12,93,0,0,312
75264,345,10,93,0,0,345
75392,310,9,93,0,0,310
75520,298,10,93,0,0,298
75648,320,12,95,0,0,320
75776,326,14,92,0,0,326
75904,316,12,95,0,0,316
76032,328,13,93,0,0,328
76160,303,10,94,0,0,303
76288,354,14,98,0,0,354
76416,296,10,94,0,0,296
76544,296,10,94,0,0,296
76672,314,13,92,0,0,314
76800,318,10,93,0,0,318
76928,340,12,93,0,0,340
77056,331,13,94,0,0,331
77184,329,14,93,0,0,329
77312,330,11,95,0,0,330
77440,333,15,93,0,0,333
77568,326,15,93,0,0,326
77696,319,15,93,0,0,319
77824,346,14,92,0,0,346
77952,333,17,93,0,0,333
78080,339,13,96,0,0,339
78208,333,11,94,0,0,333
78336,335,12,93,0,0,335
78464,331,14,94,0,0,331
78592,335,14,95,0,0,335
78720,342,18,95,0,0,342
78848,354,13,94,0,0,354
78976,333,10,95,0,0,333
79104,323,10,96,0,0,323
79232,343,16,96,0,0,343
79360,339,12,96,0,0,339
79488,358,11,105,0,0,358
79616,334,10,95,0,0,334
79744,305,10,98,0,0,305
79872,351,19,105,0,0,351
80000,331,12,99,0,0,331
80128,318,10,103,0,0,318
80256,336,12,102,0,0,336
80384,344,13,100,0,0,344
80512,336,21,100,0,0,336
80640,336,13,99,0,0,336
80768,327,10,101,0,0,327
80896,388,25,111,0,0,388
81024,353,11,103,0,0,353
81152,326,17,101,0,0,326
81280,324,13,102,0,0,324
81408,336,12,103,0,0,336
81536,335,14,101,0,0,335
81664,322,11,101,0,0,322
81792,318,11,103,0,0,318
81920,342,20,104,0,0,342
82048,347,17,104,0,0,347
82176,366,18,104,0,0,366
82304,351,15,103,0,0,351
82432,338,22,103,0,0,338
82560,340,20,105,0,0,340
82688,341,22,103,0,0,341
82816,341,10,103,0,0,341
82944,338,12,103,0,0,338
83072,369,20,103,0,0,369
83200,405,36,114,0,0,405
83328,346,15,103,0,0,346
83456,354,28,102,0,0,354
83584,348,22,106,0,0,348
83712,347,17,105,0,0,347
83840,364,21,107,0,0,364
83968,405,28,113,0,0,405
84096,362,16,105,0,0,362
84224,339,18,104,0,0,339
84352,377,17,103,0,0,377
84480,393,26,110,0,0,393
84608,344,13,106,0,0,344
84736,326,12,104,0,0,326
84864,341,10,103,0,0,341
84992,342,11,104,0,0,342
85120,342,10,104,0,0,342
85248,364,11,106,0,0,364
85376,339,17,105,0,0,339
85504,380,14,104,0,0,380
85632,357,11,108,0,0,357
85760,347,13,104,0,0,347
85888,361,17,107,0,0,361
86016,364,16,107,0,0,364
86144,378,19,106,0,0,378
86272,355,10,109,0,0,355
86400,374,17,106,0,0,374
86528,379,14,108,0,0,379
86656,365,14,110,0,0,365
86784,413,15,122,0,0,413
86912,368,21,107,0,0,368
87040,372,12,109,0,0,372
87168,380,16,110,0,0,380
87296,352,15,112,0,0,352
87424,377,17,112,0,0,377
87552,410,31,121,0,0,410
87680,375,17,115,0,0,375
87808,414,36,125,0,0,414
87936,359,13,113,0,0,359
88064,364,20,111,0,0,364
88192,355,10,114,0,0,355
88320,366,11,110,0,0,366
88448,366,15,114,0,0,366
88576,342,10,116,0,0,342
88704,370,15,114,0,0,370
88832,391,14,112,0,0,391
88960,357,12,116,0,0,357
89088,382,10,118,0,0,382
89216,378,18,114,0,0,378
89344,398,14,113,0,0,398
89472,385,18,113,0,0,385
89600,390,14,113,0,0,390
89728,371,18,115,0,0,371
89856,371,10,113,0,0,371
89984,389,10,114,0,0,389
90112,395,12,113,0,0,395
90240,363,14,114,0,0,363
90368,366,12,113,0,0,366
90496,366,12,114,0,0,366
90624,354,10,113,0,0,354
